epoch,train_acc,val_acc,time,time (s)
1.0,0.42632734775543213,0.443141907453537,,328.0040748119354
2.0,0.7188905477523804,0.6996690630912781,,785.8617427349091
3.0,0.7242303490638733,0.6973809003829956,,1250.3341014385223
4.0,0.7579789161682129,0.7332949042320251,,1712.3886699676514
5.0,0.7584478259086609,0.7391698956489563,,2177.9410269260406
6.0,0.7592255473136902,0.7296508550643921,,2658.1052010059357
7.0,0.7688621282577515,0.7809045314788818,,3141.703211784363
8.0,0.774117648601532,0.7808406352996826,,3623.1508390903473
9.0,0.7755308747291565,0.7266197204589844,,4099.409869194031
10.0,0.7765302062034607,0.785454511642456,,4571.018427610397
11.0,0.778118908405304,0.7820184826850891,,5039.762962818146
12.0,0.7728041410446167,0.7533872127532959,,5513.159059047699
13.0,0.7731952667236328,0.7874911427497864,,5987.423712968826
14.0,0.7958513498306274,0.8149756789207458,,6457.017508268356
15.0,0.7783549427986145,0.7383698225021362,,6917.791852235794
16.0,0.8035668134689331,0.8171055316925049,,7383.132289886475
17.0,0.7963863611221313,0.7890779376029968,,7848.752478122711
18.0,0.8040801286697388,0.8189125061035156,,8300.403570652008
19.0,0.8077347874641418,0.8074741959571838,,8438.164285182953
20.0,0.8166288733482361,0.8139828443527222,,8577.570675373077
21.0,0.8052428960800171,0.8071845769882202,,8718.040190458298
22.0,0.8222826719284058,0.8201588988304138,,8859.290892601013
23.0,0.818195104598999,0.8206510543823242,,9000.4039580822
24.0,0.7985775470733643,0.7393162846565247,,9141.409808635712
25.0,0.7822467684745789,0.7853400707244873,,9281.426743984222
26.0,0.8213844895362854,0.8237228989601135,,9420.745485067368
27.0,0.8178257942199707,0.8191158175468445,,9559.641751527786
28.0,0.8173344135284424,0.7612525820732117,,9699.413680791855
29.0,0.8280382752418518,0.813321590423584,,9838.773075819016
30.0,0.8259781002998352,0.8142741322517395,,9978.742212057114
31.0,0.8189017176628113,0.7997859120368958,,10118.265598535538
32.0,0.8149514198303223,0.8120696544647217,,10258.775905370712
33.0,0.8170300722122192,0.8086708784103394,,10399.863057851791
34.0,0.8314568400382996,0.8185509443283081,,10540.192115068436
35.0,0.830023467540741,0.8226885795593262,,10680.783060312271
36.0,0.7958393692970276,0.7838850021362305,,10822.159312725067
37.0,0.8357621431350708,0.8161987662315369,,10963.922286748886
38.0,0.8373057246208191,0.8173784017562866,,11105.565897226334
39.0,0.838998556137085,0.8270657062530518,,11246.504091501236
40.0,0.8175357580184937,0.7992061972618103,,11388.82464003563
41.0,0.8370314240455627,0.8189449906349182,,11530.457971334457
42.0,0.8407777547836304,0.8242970705032349,,11670.060460090637
43.0,0.8202956318855286,0.8183448910713196,,11809.237823486328
44.0,0.840926468372345,0.8138761520385742,,11949.038883924484
45.0,0.8431699275970459,0.8201019167900085,,12088.433059930801
46.0,0.8361726403236389,0.8165464997291565,,12227.223841905594
47.0,0.8432698845863342,0.8226816654205322,,12366.515246152878
48.0,0.8242362141609192,0.8019035458564758,,12506.230736970901
49.0,0.8384149670600891,0.753005862236023,,12644.918659687042
50.0,0.8316604495048523,0.7971495389938354,,12784.351643323898
