epoch,train_acc,val_acc,time,time (s)
1.0,0.5196435451507568,0.4384181499481201,,343.8152949810028
2.0,0.7472245693206787,0.6817490458488464,,830.2865509986877
3.0,0.7700899243354797,0.6882652640342712,,1322.0241918563843
4.0,0.7731039524078369,0.7067991495132446,,1811.9178490638733
5.0,0.7793371677398682,0.7025278210639954,,2309.098315477371
6.0,0.7673771381378174,0.7075291275978088,,2812.2036786079407
7.0,0.7778196930885315,0.68656986951828,,3316.7508521080017
8.0,0.788587749004364,0.7271068096160889,,3817.259205341339
9.0,0.7971921563148499,0.7058459520339966,,4317.654357433319
10.0,0.7942233085632324,0.7363764643669128,,4817.159132480621
11.0,0.8000715374946594,0.6903505325317383,,5303.177740573883
12.0,0.7920604348182678,0.721104621887207,,5788.858000993729
13.0,0.8091233372688293,0.7178412675857544,,6281.969439268112
14.0,0.8177722692489624,0.7256317138671875,,6765.92257142067
15.0,0.8075544834136963,0.7208754420280457,,7259.924311876297
16.0,0.8057173490524292,0.7383143305778503,,7759.673582315445
17.0,0.8203819394111633,0.7226189374923706,,8261.281149148941
18.0,0.8095008134841919,0.7106168270111084,,8445.86292386055
19.0,0.8419924378395081,0.7532539367675781,,8589.429183721542
20.0,0.8124581575393677,0.71906578540802,,8734.007761955261
21.0,0.8429009914398193,0.7692210078239441,,8879.343290805817
22.0,0.8497565388679504,0.7648071646690369,,9024.919184207916
23.0,0.8434027433395386,0.7556338310241699,,9170.768074512482
24.0,0.8542412519454956,0.7597575187683105,,9315.176944732666
25.0,0.8511682748794556,0.7638285756111145,,9459.837141990662
26.0,0.8566603660583496,0.7661754488945007,,9604.312407493591
27.0,0.8592446446418762,0.758212685585022,,9747.86538362503
28.0,0.8563753962516785,0.7654691934585571,,9892.625151872635
29.0,0.8523422479629517,0.7593086361885071,,10036.589791297913
30.0,0.8517434000968933,0.7594768404960632,,10181.073407888412
31.0,0.8573793768882751,0.7470346093177795,,10325.136482477188
32.0,0.8636991381645203,0.7683969140052795,,10469.111326932907
33.0,0.849816620349884,0.7560430765151978,,10612.413445472717
34.0,0.8645667433738708,0.7765700221061707,,10756.005758285522
35.0,0.8628858923912048,0.7645134329795837,,10899.594740390778
36.0,0.8657905459403992,0.7594426870346069,,11042.912682056427
37.0,0.8524085879325867,0.7659342885017395,,11186.428498029709
38.0,0.8656246066093445,0.7572743892669678,,11329.965396165848
39.0,0.8687379956245422,0.7608801126480103,,11473.981113910675
40.0,0.8648020625114441,0.7614224553108215,,11617.778715610504
41.0,0.8566958904266357,0.7502398490905762,,11763.908043384552
42.0,0.8657175898551941,0.7513414025306702,,11910.293038368225
43.0,0.8723335862159729,0.7720111012458801,,12056.733381032944
44.0,0.8687512278556824,0.7556650042533875,,12205.736839532852
45.0,0.8564818501472473,0.7517642378807068,,12354.330451250076
46.0,0.8647862672805786,0.7640061974525452,,12502.83614397049
47.0,0.8530076742172241,0.7458772659301758,,12649.69242310524
48.0,0.8690494298934937,0.7408857345581055,,12796.42455792427
49.0,0.8752428889274597,0.7639150023460388,,12912.899077177048
50.0,0.8644505739212036,0.7395790815353394,,12987.144590616226
