epoch,train_acc,val_acc,time,time (s)
1.0,0.4711719751358032,0.4361810088157654,,53.20060086250305
2.0,0.7664260268211365,0.7385357022285461,,132.1918864250183
3.0,0.7840425968170166,0.7457588911056519,,271.59477639198303
4.0,0.7843550443649292,0.7383619546890259,,433.37010741233826
5.0,0.7930634021759033,0.752792477607727,,583.8759989738464
6.0,0.8009141087532043,0.7604197859764099,,720.2339363098145
7.0,0.7891061305999756,0.7505862712860107,,803.3942246437073
8.0,0.8135283589363098,0.7760884761810303,,1000.4508581161499
9.0,0.8107268214225769,0.7723525762557983,,1248.9678184986115
10.0,0.8278645277023315,0.7882684469223022,,1492.2135112285614
11.0,0.8101289868354797,0.7695663571357727,,1735.7834739685059
12.0,0.8351002335548401,0.7975183129310608,,1928.8548481464386
13.0,0.8332677483558655,0.7922138571739197,,2031.7421550750732
14.0,0.8372043371200562,0.7992834448814392,,2176.645012140274
15.0,0.8262801766395569,0.7820576429367065,,2338.5021204948425
16.0,0.8388501405715942,0.7947753667831421,,2500.4642646312714
17.0,0.844755232334137,0.798566460609436,,2662.6722836494446
18.0,0.8471123576164246,0.8050646781921387,,2827.5875329971313
19.0,0.8310747742652893,0.7861645221710205,,2992.2188160419464
20.0,0.847078800201416,0.8040879964828491,,3157.2235236167908
21.0,0.8397623896598816,0.7971476316452026,,3322.251000881195
22.0,0.8343174457550049,0.790675938129425,,3487.0696120262146
23.0,0.8455407619476318,0.796253502368927,,3612.8981082439423
24.0,0.8504531383514404,0.8027544021606445,,3696.025122642517
25.0,0.8487452864646912,0.7982699871063232,,3778.7529771327972
26.0,0.8393787741661072,0.7848703861236572,,3861.7259407043457
27.0,0.8366250395774841,0.7843199372291565,,3945.2450058460236
28.0,0.8604211807250977,0.8098707795143127,,4028.66605758667
29.0,0.8609020113945007,0.8066990971565247,,4112.359719991684
30.0,0.8518477082252502,0.7984649538993835,,4196.226731538773
31.0,0.8556204438209534,0.8026289939880371,,4279.951897382736
32.0,0.83563631772995,0.7863431572914124,,4363.586861848831
33.0,0.8443432450294495,0.7853251099586487,,4493.115164756775
34.0,0.8575114607810974,0.7954999804496765,,4732.015854597092
35.0,0.8505106568336487,0.7905300259590149,,4978.730887413025
36.0,0.8612603545188904,0.8050315976142883,,5227.234958410263
37.0,0.8592758178710938,0.8095088601112366,,5476.569772005081
38.0,0.865090548992157,0.8055083155632019,,5727.458094120026
39.0,0.8519294857978821,0.7898491024971008,,5978.202488899231
40.0,0.8589413166046143,0.8015325665473938,,6228.7577204704285
41.0,0.8696703910827637,0.8082767128944397,,6475.940896034241
42.0,0.8646647334098816,0.8045450448989868,,6715.320856332779
43.0,0.867003321647644,0.8061687350273132,,6954.063588380814
44.0,0.866546094417572,0.8026540279388428,,7197.168999910355
45.0,0.8525190949440002,0.7883113622665405,,7443.618132352829
46.0,0.8672782778739929,0.8009204268455505,,7693.610872507095
47.0,0.8700700998306274,0.806410551071167,,7943.06379699707
48.0,0.8713768124580383,0.8077106475830078,,8186.666096448898
