epoch,train_acc,val_acc,time,time (s)
1.0,0.48281538486480713,0.4340197443962097,,123.47990107536316
2.0,0.7756166458129883,0.7373453974723816,,290.1006591320038
3.0,0.7807375192642212,0.7479993104934692,,456.65893745422363
4.0,0.7895826101303101,0.744748055934906,,626.3130493164062
5.0,0.7880449891090393,0.7574632167816162,,796.2118883132935
6.0,0.7849193215370178,0.7435181736946106,,966.0496234893799
7.0,0.8069972395896912,0.7653068900108337,,1136.4709467887878
8.0,0.8127634525299072,0.7743134498596191,,1304.8024153709412
9.0,0.8094954490661621,0.7678156495094299,,1471.4985404014587
10.0,0.8224327564239502,0.7907151579856873,,1638.1699228286743
11.0,0.8265303373336792,0.7912930846214294,,1807.2721707820892
12.0,0.8279469609260559,0.7885304093360901,,1976.39204454422
13.0,0.8123669624328613,0.7692773938179016,,2145.7124905586243
14.0,0.828813910484314,0.7926061153411865,,2315.885733127594
15.0,0.8201622366905212,0.7768994569778442,,2484.4591002464294
16.0,0.8361731171607971,0.7896734476089478,,2651.2692210674286
17.0,0.8325420618057251,0.7898966670036316,,2818.2816350460052
18.0,0.8336018323898315,0.7895179986953735,,2986.466507911682
19.0,0.8434609770774841,0.7985508441925049,,3155.6612441539764
20.0,0.8425717949867249,0.7984060645103455,,3325.223694562912
21.0,0.8371825814247131,0.7881406545639038,,3495.1268153190613
22.0,0.847848653793335,0.812593936920166,,3664.284154653549
23.0,0.8548609614372253,0.8088523149490356,,3831.090319633484
24.0,0.8313674330711365,0.7824897766113281,,3997.8011429309845
25.0,0.8440163731575012,0.7973970770835876,,4165.334633111954
26.0,0.8556186556816101,0.8042522072792053,,4334.855050802231
27.0,0.8572188019752502,0.8126699924468994,,4504.2128274440765
28.0,0.8337449431419373,0.778479814529419,,4674.028637886047
29.0,0.8363054990768433,0.7836440205574036,,4843.828570365906
30.0,0.8578873872756958,0.8028596639633179,,5010.450713396072
31.0,0.8563165068626404,0.8065428137779236,,5177.3193991184235
32.0,0.8402089476585388,0.7870416641235352,,5344.49817276001
33.0,0.8549794554710388,0.803539514541626,,5513.556702136993
34.0,0.86167973279953,0.8092731833457947,,5683.35297203064
35.0,0.8543983697891235,0.799451470375061,,5852.8872928619385
36.0,0.8606550097465515,0.8057911992073059,,6022.666451931
37.0,0.8635861873626709,0.8080543279647827,,6190.16305232048
38.0,0.8545735478401184,0.8008482456207275,,6357.060180902481
39.0,0.8599075675010681,0.8026912212371826,,6523.656759262085
40.0,0.851517915725708,0.7936691045761108,,6692.768190383911
41.0,0.8630272150039673,0.8106178045272827,,6861.806720256805
42.0,0.8573955297470093,0.7973780632019043,,7008.3583199977875
43.0,0.8636253476142883,0.8043712973594666,,7093.034348011017
44.0,0.8662748336791992,0.8101075887680054,,7177.986169338226
45.0,0.8579698801040649,0.8044800758361816,,7262.8671815395355
46.0,0.8656023740768433,0.8067309856414795,,7347.740983963013
47.0,0.8508947491645813,0.786388099193573,,7432.542381763458
48.0,0.8647062182426453,0.7980661392211914,,7517.277093172073
49.0,0.862063467502594,0.7998601198196411,,7602.164696455002
50.0,0.8665822148323059,0.8083253502845764,,7687.1778864860535
