epoch,train_acc,val_acc,time,time (s)
1.0,0.47021135687828064,0.4473462700843811,,46.90711569786072
2.0,0.6829288601875305,0.6810160875320435,,119.96698307991028
3.0,0.6948406100273132,0.6561253666877747,,193.21283507347107
4.0,0.6893283128738403,0.6759617328643799,,321.94824385643005
5.0,0.7169232368469238,0.694753110408783,,467.7602059841156
6.0,0.7099348902702332,0.6534538269042969,,614.2225613594055
7.0,0.7085791826248169,0.6428415179252625,,761.1576209068298
8.0,0.7153080701828003,0.6408599019050598,,909.6157872676849
9.0,0.7320815324783325,0.6730720400810242,,1058.6292040348053
10.0,0.7327704429626465,0.7089226841926575,,1208.4400253295898
11.0,0.7244256734848022,0.6680591106414795,,1358.6991879940033
12.0,0.7245647311210632,0.6987483501434326,,1506.6211166381836
13.0,0.7256191372871399,0.6925526857376099,,1652.9862027168274
14.0,0.7385053634643555,0.7032606601715088,,1799.8842978477478
15.0,0.6923850774765015,0.6621206998825073,,1946.7713344097137
16.0,0.7250921726226807,0.6961966156959534,,2094.0353100299835
17.0,0.7538965344429016,0.7038514614105225,,2243.046222925186
18.0,0.7422253489494324,0.6994366645812988,,2392.888623714447
19.0,0.7468663454055786,0.6959397792816162,,2543.1256880760193
20.0,0.7607913613319397,0.6932550072669983,,2691.8792016506195
21.0,0.7654589414596558,0.712312638759613,,2838.5070588588715
22.0,0.7605253458023071,0.7170329689979553,,2985.314526796341
23.0,0.74081951379776,0.6709801554679871,,3132.4467039108276
24.0,0.7662389874458313,0.6912638545036316,,3279.8139662742615
25.0,0.7462377548217773,0.6728960871696472,,3427.5853848457336
26.0,0.7713203430175781,0.7071802616119385,,3577.5106189250946
27.0,0.7690650224685669,0.7122504115104675,,3727.2711844444275
28.0,0.7686771750450134,0.7226933240890503,,3877.2156250476837
29.0,0.7682130932807922,0.7307637929916382,,4023.714111328125
30.0,0.7618682384490967,0.71749347448349,,4170.199924468994
31.0,0.7715324759483337,0.6945056319236755,,4317.430821418762
32.0,0.7806006073951721,0.7165129780769348,,4464.200124263763
33.0,0.7714568972587585,0.6990344524383545,,4611.344167947769
34.0,0.780797004699707,0.7334374785423279,,4761.043348789215
35.0,0.7490822672843933,0.6718410849571228,,4910.79633307457
36.0,0.7822500467300415,0.6924985647201538,,5061.034953117371
37.0,0.7785714268684387,0.6913484930992126,,5208.155652523041
38.0,0.779153048992157,0.6933444738388062,,5354.869400978088
39.0,0.7774705290794373,0.6759346723556519,,5501.5493948459625
40.0,0.7867821455001831,0.7024022936820984,,5648.579916000366
41.0,0.7802913784980774,0.7189856767654419,,5795.390735864639
42.0,0.7841185927391052,0.7163757085800171,,5944.609608411789
43.0,0.7506073117256165,0.6829587817192078,,6094.585740327835
44.0,0.790212094783783,0.6973287463188171,,6244.862837314606
45.0,0.7816935181617737,0.7255489230155945,,6392.424700975418
46.0,0.788044810295105,0.7293975353240967,,6539.060945749283
47.0,0.7852492332458496,0.6868860721588135,,6685.8840508461
48.0,0.7869755029678345,0.6977395415306091,,6832.742113113403
49.0,0.7851234078407288,0.6976115703582764,,6979.754998207092
50.0,0.7910865545272827,0.7156183123588562,,7128.070761680603
